"zpid","county","propertyTaxRate","timeOnZillowDays","yearBuilt","annualHomeownersInsurance","monthlyHoaFee","favoriteCount","pageViewCount"
174408822,"New Haven County",2.13,174,1986,924,350,0,15
2059541697,"Hartford County",2.16,174,1980,987,327,0,2
57252510,"Fairfield County",1.69,175,1956,950,NA,0,5
57864259,"Middlesex County",1.9,175,1987,945,320,0,3
58976132,"New London County",1.66,175,1920,974,NA,0,2
58997105,"Tolland County",2.06,175,1965,941,NA,0,6
59966197,"Hartford County",2.16,53,1962,1596,NA,0,38
59973030,"New London County",1.66,175,1957,945,NA,0,6
62544341,"Litchfield County",1.78,175,1953,966,NA,0,5
174047054,"Hartford County",2.16,175,1955,924,NA,0,7
174206253,"Hartford County",2.16,175,1925,987,NA,0,6
174408795,"New Haven County",2.13,175,1986,924,350,0,5
197773113,"Litchfield County",1.78,175,1950,987,NA,0,10
339525958,"Hartford County",2.16,175,1987,924,NA,0,3
2057610966,"New Haven County",2.13,175,1982,987,326,0,1
2063620240,"New London County",1.66,175,1969,945,450,0,2
2078220506,"New Haven County",2.13,175,1980,945,434,0,0
57836291,"Litchfield County",1.78,176,1921,995,NA,0,6
58007941,"New Haven County",2.13,176,1960,932,NA,0,9
58023953,"New Haven County",2.13,176,1952,966,NA,0,14
58164356,"Hartford County",2.16,176,1987,968,195,0,4
58952636,"New Haven County",2.13,176,1955,966,NA,0,18
69056533,"Fairfield County",1.69,176,1890,991,NA,0,3
174242692,"Hartford County",2.16,176,1956,966,NA,0,0
2090878374,"Middlesex County",1.9,176,1987,945,400,0,2
57321175,"Fairfield County",1.69,177,1890,924,NA,1,6
57853569,"Middlesex County",1.9,177,1988,926,NA,0,4
57869086,"Middlesex County",1.9,177,1989,974,NA,0,1
58015583,"New Haven County",2.13,177,1954,966,NA,0,7
58067578,"New London County",1.66,177,1968,958,NA,0,0
174051438,"Hartford County",2.16,177,1971,966,333,0,10
174190529,"Hartford County",2.16,177,1989,966,NA,0,3
57321304,"Fairfield County",1.69,180,1953,990,NA,1,7
57864329,"Middlesex County",1.9,180,1971,995,28,0,10
58014521,"New Haven County",2.13,180,1934,945,NA,0,11
58915611,"New Haven County",2.13,180,1916,924,NA,0,5
59001181,"Tolland County",2.06,180,1992,966,NA,0,5
59288439,"Hartford County",2.16,180,1942,932,NA,0,5
60103079,"Tolland County",2.06,180,1983,966,299,0,6
174457918,"New Haven County",2.13,180,1988,939,250,0,0
2054671293,"Hartford County",2.16,180,1989,966,275,0,4
2057405930,"Middlesex County",1.9,180,1988,926,285,0,14
2074805641,"Hartford County",2.16,180,1987,968,250,0,1
57732458,"Hartford County",2.16,181,1898,924,NA,0,14
57842629,"Middlesex County",1.9,181,1965,966,326,0,4
59295196,"New Haven County",2.13,181,1991,924,259,0,7
2054745037,"Middlesex County",1.9,181,1989,974,268,0,5
57741235,"Hartford County",2.16,182,1984,966,255,0,16
57897132,"New Haven County",2.13,182,1850,945,NA,0,11
62548463,"New London County",1.66,182,1900,966,NA,0,16
210138858,"Windham County",1.69,182,1988,974,300,0,4
2054930696,"New Haven County",2.13,182,1978,924,360,0,5
57331136,"Fairfield County",1.69,183,1960,945,2,0,18
57811618,"Litchfield County",1.78,183,1991,1000,NA,0,2
58953292,"New Haven County",2.13,183,1943,987,NA,0,6
82595390,"Middlesex County",1.9,183,2007,945,125,0,1
174162528,"Hartford County",2.16,26,1946,1575,NA,104,3090
57995674,"New Haven County",2.13,184,1968,924,652,0,0
177202839,"Fairfield County",1.69,184,1975,924,411,0,11
241289925,"Fairfield County",1.69,184,1955,945,630,0,14
242082737,"Litchfield County",1.78,184,1973,953,NA,0,0
339529570,"Hartford County",2.16,184,1923,924,NA,0,1
57738500,"Hartford County",2.16,187,1946,970,NA,0,2
57816683,"Litchfield County",1.78,187,1985,987,21,0,6
57932232,"New Haven County",2.13,187,1978,987,443,0,5
58009976,"New Haven County",2.13,187,1921,962,NA,0,8
58095765,"Tolland County",2.06,187,1890,945,NA,0,9
58990911,"Tolland County",2.06,187,1946,924,16,0,4
2074801918,"Hartford County",2.16,187,1975,966,346,0,7
57246530,"Fairfield County",1.69,18,1942,1575,NA,33,990
57846062,"Middlesex County",1.9,188,1988,974,NA,0,1
59001723,"Tolland County",2.06,188,1956,935,NA,0,14
59049026,"Hartford County",2.16,188,1923,924,NA,0,6
197768089,"Litchfield County",1.78,188,2005,924,311,0,0
2094671489,"Middlesex County",1.9,188,2007,945,140,0,2
57698021,"Hartford County",2.16,189,1954,987,NA,0,1
57720744,"Hartford County",2.16,189,1971,987,NA,0,1
57880644,"New Haven County",2.13,189,1900,987,NA,0,4
58046345,"New London County",1.66,189,1961,966,NA,0,9
174073240,"Hartford County",2.16,189,1978,945,NA,0,1
174445305,"New Haven County",2.13,189,1964,995,NA,1,3
197802252,"Litchfield County",1.78,189,1930,945,NA,0,2
207198432,"Tolland County",2.06,189,1819,987,NA,0,6
2054770741,"Litchfield County",1.78,189,1973,953,386,0,0
57260558,"Fairfield County",1.69,190,1979,966,NA,0,1
57698833,"Hartford County",2.16,190,1957,987,NA,0,4
57870125,"Middlesex County",1.9,190,1976,932,NA,0,1
58143668,"Hartford County",2.16,190,1897,966,NA,0,11
58982678,"New London County",1.66,190,1940,987,NA,0,3
59290461,"Hartford County",2.16,190,1847,966,NA,0,14
339530075,"Hartford County",2.16,190,1957,966,NA,0,0
339587191,"New Haven County",2.13,190,1953,987,NA,0,0
339590793,"New Haven County",2.13,190,1940,979,NA,0,2
2055829651,"Hartford County",2.16,190,1971,977,486,0,17
2097188289,"Middlesex County",1.9,190,1988,974,360,0,8
57728056,"Hartford County",2.16,191,1956,992,NA,0,4
58092544,"New London County",1.66,191,1959,945,NA,0,2
58132743,"Hartford County",2.16,191,1985,1004,282,0,11
58139751,"Hartford County",2.16,191,1950,966,NA,0,5
58924877,"New Haven County",2.13,191,1940,979,NA,0,1
69805130,"New London County",1.66,191,2006,924,NA,0,1
339589366,"New Haven County",2.13,191,1961,945,NA,0,2
58871200,"Litchfield County",1.78,194,1940,928,NA,0,2
58892195,"New Haven County",2.13,194,1979,949,NA,0,0
58926701,"New Haven County",2.13,194,1961,945,NA,0,14
61990324,"Litchfield County",1.78,194,1800,977,NA,0,9
174192397,"Hartford County",2.16,194,1963,987,NA,0,3
174446235,"New Haven County",2.13,194,1986,924,NA,0,0
57708940,"Hartford County",2.16,195,1964,945,NA,0,2
57862978,"Middlesex County",1.9,195,1953,991,NA,0,14
57910089,"New Haven County",2.13,195,1988,932,250,0,0
59060875,"Hartford County",2.16,195,1983,966,NA,0,6
59281686,"Hartford County",2.16,195,1951,966,NA,0,3
59296611,"Windham County",1.69,195,1940,966,NA,0,6
174034935,"Hartford County",2.16,195,1958,966,NA,0,9
174041735,"Hartford County",2.16,195,1975,966,393,0,14
174146395,"Hartford County",2.16,195,1989,945,327,0,0
177104293,"Fairfield County",1.69,195,1973,949,NA,0,1
2054741925,"New Haven County",2.13,195,1979,949,267,0,4
2068502847,"Hartford County",2.16,195,1983,966,399,0,2
2074801615,"New London County",1.66,195,2006,924,250,0,2
57861932,"Middlesex County",1.9,196,1986,987,333,0,12
58015410,"New Haven County",2.13,196,1938,924,NA,0,6
58864421,"Litchfield County",1.78,196,1950,958,NA,0,0
89170215,"New London County",1.66,196,2008,966,153,0,4
2056357378,"New London County",1.66,4,1961,1890,NA,127,1892
2056895838,"Fairfield County",1.69,196,1979,966,479,0,5
2056916927,"Fairfield County",1.69,196,1973,949,320,0,2
2096871895,"New Haven County",2.13,196,1986,966,225,0,2
57745255,"Hartford County",2.16,197,1876,966,NA,0,1
57861271,"Middlesex County",1.9,197,1940,987,NA,0,13
57930920,"New Haven County",2.13,197,1927,958,NA,0,21
60102383,"Tolland County",2.06,197,1990,924,370,0,1
2056076975,"Hartford County",2.16,197,1983,966,507,0,9
2077951695,"Middlesex County",1.9,197,1976,932,353,0,5
58133244,"Hartford County",2.16,198,1900,966,NA,0,3
62538646,"Hartford County",2.16,198,1944,987,NA,0,2
339529612,"Hartford County",2.16,198,1955,966,NA,0,9
2054452072,"Hartford County",2.16,198,1978,945,326,0,2
59284035,"Hartford County",2.16,201,1952,1004,NA,0,1
60104748,"Tolland County",2.06,201,1983,974,215,0,1
57254223,"Fairfield County",1.69,203,1986,945,524,0,2
57841578,"Middlesex County",1.9,203,1982,924,NA,0,2
57973516,"New Haven County",2.13,203,1947,995,NA,0,1
59049005,"Hartford County",2.16,203,1915,1008,NA,0,1
59058380,"Hartford County",2.16,57,1978,1428,NA,126,1993
339529625,"Hartford County",2.16,203,1915,1008,NA,0,5
57835456,"Litchfield County",1.78,204,1981,924,NA,0,1
57931137,"New Haven County",2.13,204,1971,987,NA,0,10
174037959,"Hartford County",2.16,2,1971,1050,339,0,15
57716565,"Hartford County",2.16,5,1967,1071,NA,1,50
57865362,"Middlesex County",1.9,5,1977,1050,387,0,28
57922822,"New Haven County",2.13,5,1987,1050,404,1,34
57997032,"New Haven County",2.13,5,1950,1008,NA,0,56
61995265,"New London County",1.66,5,1953,1050,NA,0,26
200401575,"Middlesex County",1.9,5,1953,1050,NA,0,14
57713316,"Hartford County",2.16,6,1960,1033,NA,0,41
58009080,"New Haven County",2.13,6,1945,1050,NA,0,26
60103698,"Tolland County",2.06,7,1985,1071,299,0,37
348805473,"Fairfield County",1.69,7,2002,1071,298,0,26
58012881,"New Haven County",2.13,8,1964,1050,NA,1,50
57729442,"Hartford County",2.16,9,1955,1008,NA,0,24
57790687,"Hartford County",2.16,9,1880,1061,NA,0,64
58072290,"New London County",1.66,9,1948,1008,NA,0,34
62541650,"Hartford County",2.16,9,1984,1073,331,0,29
57271747,"Fairfield County",1.69,12,1949,1058,240,0,25
57696713,"Hartford County",2.16,12,1945,1008,NA,0,28
57918472,"New Haven County",2.13,12,1955,1029,NA,0,35
58028285,"New Haven County",2.13,12,1977,1050,434,0,44
58102520,"Tolland County",2.06,12,1830,1029,NA,0,64
58122993,"Windham County",1.69,12,1965,1029,NA,0,7
58917079,"New Haven County",2.13,12,1920,1050,NA,0,19
59280154,"Hartford County",2.16,12,1920,1008,NA,0,57
59299587,"Fairfield County",1.69,12,1948,1046,NA,0,30
200423811,"Middlesex County",1.9,12,1985,1044,351,0,21
57820945,"Litchfield County",1.78,13,1952,1046,NA,0,35
57996402,"New Haven County",2.13,13,1972,1050,652,0,26
177205206,"Fairfield County",1.69,13,1959,1029,600,0,18
197795671,"Litchfield County",1.78,13,1955,1029,NA,0,49
2054862643,"New Haven County",2.13,13,1981,1008,386,0,28
2077212753,"Middlesex County",1.9,13,1973,1016,479,1,31
57727749,"Hartford County",2.16,14,1951,1029,NA,0,44
58018930,"New Haven County",2.13,14,1910,1029,NA,0,16
58022374,"New Haven County",2.13,14,1957,1029,NA,0,20
2101827153,"New Haven County",2.13,14,1900,1050,300,0,29
58133231,"Hartford County",2.16,15,1950,1040,NA,1,65
60019380,"New Haven County",2.13,15,1998,1063,442,0,43
348262071,"Hartford County",2.16,15,1972,1008,300,0,36
59279480,"Hartford County",2.16,16,1948,1008,NA,0,31
174044563,"Hartford County",2.16,16,1975,1016,360,0,32
57933987,"New Haven County",2.13,19,1951,1050,NA,1,113
58799895,"Fairfield County",1.69,19,1986,1079,300,1,46
58956527,"New Haven County",2.13,19,1970,1033,NA,1,44
58964377,"New London County",1.66,19,1990,1008,322,0,56
58980785,"New London County",1.66,19,1962,1029,NA,0,23
58991362,"Tolland County",2.06,19,1960,1050,13,1,33
58991549,"Tolland County",2.06,19,1930,1050,7,0,58
61993908,"New London County",1.66,19,1955,1010,NA,0,41
173999494,"Hartford County",2.16,19,1987,1029,258,0,47
174162269,"Hartford County",2.16,19,1944,1008,NA,0,66
174362453,"New Haven County",2.13,19,1954,1029,NA,0,59
348755775,"Hartford County",2.16,19,2003,1051,200,0,28
2063607128,"New Haven County",2.13,19,1982,1050,421,0,18
57919141,"New Haven County",2.13,20,1983,1050,432,0,62
59297886,"Windham County",1.69,20,1966,1050,NA,0,33
61992620,"New London County",1.66,20,1900,1071,NA,0,73
174040961,"Hartford County",2.16,20,1900,1008,NA,1,56
346986474,"Hartford County",2.16,20,1986,1054,310,0,66
58015429,"New Haven County",2.13,21,1970,1050,NA,0,52
64591219,"Litchfield County",1.78,21,1974,1087,368,0,27
207203147,"Tolland County",2.06,23,1988,1021,210,0,38
341595995,"Litchfield County",1.78,23,1989,1071,496,0,39
57251292,"Fairfield County",1.69,26,1968,1050,479,0,23
58962469,"New London County",1.66,26,1957,1008,NA,0,47
59056428,"Hartford County",2.16,26,1940,1050,NA,0,32
157583552,"New London County",1.66,26,1914,1071,NA,1,55
157608071,"New London County",1.66,26,1996,1029,275,0,44
242082595,"Litchfield County",1.78,26,1988,1031,317,0,26
2056881421,"New Haven County",2.13,26,1972,1029,400,0,45
177227461,"Fairfield County",1.69,27,1969,1050,678,0,33
241139113,"Hartford County",2.16,27,1910,1050,NA,0,52
57918815,"New Haven County",2.13,28,1974,1008,315,0,45
60102898,"Tolland County",2.06,28,1985,1071,299,0,38
57738190,"Hartford County",2.16,29,1941,1050,NA,0,59
345441139,"Fairfield County",1.69,29,1949,1071,240,0,32
58009424,"New Haven County",2.13,30,1944,1050,NA,0,56
80138429,"New Haven County",2.13,30,2007,1008,266,1,71
57698802,"Hartford County",2.16,33,1918,1071,NA,0,30
57700310,"Hartford County",2.16,33,1920,1037,NA,0,34
57701931,"Hartford County",2.16,33,1940,1037,NA,0,26
57881475,"New Haven County",2.13,33,1947,1050,NA,1,17
57887296,"New Haven County",2.13,33,1974,1071,NA,0,12
58021386,"New Haven County",2.13,33,1926,1008,NA,0,18
58023504,"New Haven County",2.13,33,1967,1008,NA,0,20
58093031,"New London County",1.66,33,1952,1050,NA,0,14
58130715,"Hartford County",2.16,33,1940,1029,NA,0,30
58131341,"Hartford County",2.16,33,1958,1063,331,0,29
58914899,"New Haven County",2.13,33,1865,1050,NA,0,70
59281797,"Hartford County",2.16,33,1927,1084,NA,0,31
60109110,"Tolland County",2.06,33,1988,1050,370,0,36
200399665,"Middlesex County",1.9,33,1975,1088,345,0,26
2101827235,"Middlesex County",1.9,33,1976,1008,355,0,21
58008165,"New Haven County",2.13,34,1928,1008,NA,0,37
347203158,"New Haven County",2.13,34,1974,1071,379,0,36
58020794,"New Haven County",2.13,35,1954,1050,NA,0,17
58074884,"New London County",1.66,35,1910,1050,NA,0,21
58990489,"Tolland County",2.06,35,1940,1008,11,0,46
59011655,"Hartford County",2.16,35,1978,1050,NA,0,7
174449190,"New Haven County",2.13,35,1950,1008,NA,2,21
207191030,"Tolland County",2.06,35,1959,1029,NA,1,61
240537073,"Fairfield County",1.69,35,1982,1071,336,0,61
57890257,"New Haven County",2.13,36,1984,1050,NA,0,4
58018729,"New Haven County",2.13,36,1964,1050,NA,0,39
197800190,"Litchfield County",1.78,36,1955,1088,NA,0,37
197804181,"Litchfield County",1.78,36,1971,1050,NA,0,70
241157819,"Hartford County",2.16,36,1984,1008,315,0,25
345205282,"New Haven County",2.13,36,1984,1071,300,0,13
57349683,"Fairfield County",1.69,37,1945,1050,NA,1,19
57390104,"Fairfield County",1.69,37,1965,1008,NA,0,10
57786777,"Hartford County",2.16,37,1947,1029,NA,0,28
58013653,"New Haven County",2.13,37,1965,1050,NA,0,18
2056895640,"New Haven County",2.13,37,1990,1050,150,0,25
57814562,"Litchfield County",1.78,40,1928,1050,NA,0,10
57918814,"New Haven County",2.13,40,1974,1050,315,0,15
57964989,"New Haven County",2.13,40,1920,1058,NA,0,24
58007627,"New Haven County",2.13,40,1952,1008,NA,0,102
58926609,"New Haven County",2.13,40,1928,1071,NA,0,10
59055759,"Hartford County",2.16,40,1962,1050,NA,0,9
339590634,"New Haven County",2.13,40,1928,1071,NA,0,8
57259273,"Fairfield County",1.69,42,1942,1079,NA,0,37
57875368,"Middlesex County",1.9,43,1940,1008,NA,0,39
57909945,"New Haven County",2.13,43,1987,1071,690,0,69
57958398,"New Haven County",2.13,43,1900,1092,NA,0,23
58009735,"New Haven County",2.13,43,1952,1079,NA,0,22
58116528,"Windham County",1.69,43,1910,1008,NA,0,12
58845824,"Middlesex County",1.9,43,2007,1050,NA,0,14
59045274,"Hartford County",2.16,43,1940,1050,NA,0,10
59279075,"Hartford County",2.16,43,1920,1050,NA,0,43
59284286,"Hartford County",2.16,43,2020,1071,NA,0,12
174068944,"Hartford County",2.16,43,1985,1008,NA,0,22
174444997,"New Haven County",2.13,43,1943,1050,NA,0,22
174445008,"New Haven County",2.13,43,1938,1084,NA,0,20
197796435,"Litchfield County",1.78,43,1977,1008,NA,0,14
57869735,"Middlesex County",1.9,44,1988,1071,NA,0,1
57936737,"New Haven County",2.13,44,1987,1050,275,0,37
57956175,"New Haven County",2.13,44,1972,1075,NA,0,21
57962746,"New Haven County",2.13,44,1981,1008,NA,0,25
58158755,"Hartford County",2.16,44,1982,1050,NA,1,14
58897122,"New Haven County",2.13,44,1981,1050,247,0,28
174100082,"Hartford County",2.16,44,1943,1050,NA,0,58
174446553,"New Haven County",2.13,5,1969,1638,NA,77,1189
57793715,"Hartford County",2.16,47,1952,1063,NA,1,25
57836505,"Litchfield County",1.78,47,1969,1071,NA,0,26
57921058,"New Haven County",2.13,47,1983,1050,NA,0,29
58093804,"Tolland County",2.06,47,1988,1008,NA,0,18
58152465,"Hartford County",2.16,47,1984,1029,449,0,11
59038922,"Hartford County",2.16,47,1985,1008,400,1,17
59283980,"Hartford County",2.16,47,1956,1054,NA,0,23
207192604,"Tolland County",2.06,47,1776,1029,NA,0,36
207204010,"Tolland County",2.06,47,1935,1029,NA,1,27
343528411,"Hartford County",2.16,47,1974,1071,325,0,17
2069953142,"Middlesex County",1.9,47,1988,1071,307,0,14
2097684356,"Hartford County",2.16,47,1982,1050,355,0,7
57715341,"Hartford County",2.16,48,1990,1033,200,0,19
58950053,"New Haven County",2.13,48,1953,1013,NA,0,31
60001788,"Hartford County",2.16,48,1987,1050,420,0,10
61802520,"Hartford County",2.16,48,1988,1029,240,0,14
241358036,"Windham County",1.69,48,1919,1050,NA,0,9
57827247,"Litchfield County",1.78,49,1977,1008,275,0,17
174124443,"Hartford County",2.16,49,1950,1008,NA,0,25
345203702,"Hartford County",2.16,49,1987,1029,388,0,44
2080288043,"Hartford County",2.16,49,1986,1012,300,0,20
58133114,"Hartford County",2.16,50,1987,1054,300,0,31
174442115,"New Haven County",2.13,50,1957,1050,NA,0,30
58113966,"Windham County",1.69,51,1915,1016,NA,0,6
58990631,"Tolland County",2.06,51,1941,1008,NA,0,15
59065781,"Hartford County",2.16,51,1900,1008,NA,0,7
57960085,"New Haven County",2.13,54,1988,1029,336,0,20
173997024,"Hartford County",2.16,54,1982,1029,250,0,14
197781529,"Litchfield County",1.78,54,1991,1029,NA,0,22
241157838,"Hartford County",2.16,54,1984,1008,315,0,7
57236451,"Fairfield County",1.69,55,1884,1084,NA,0,26
57955572,"New Haven County",2.13,55,1961,1054,NA,0,30
59297306,"Windham County",1.69,55,1950,1008,NA,0,6
57389699,"Fairfield County",1.69,56,1981,1063,318,0,8
58974247,"New London County",1.66,56,1919,1033,NA,0,20
58991026,"Tolland County",2.06,56,1930,1040,16,1,25
59972598,"New London County",1.66,56,1973,1031,NA,0,21
177320166,"Fairfield County",1.69,56,1981,1063,NA,0,8
57876763,"Middlesex County",1.9,57,1987,1071,NA,0,4
57970937,"New Haven County",2.13,57,1885,1058,NA,0,18
58028661,"New Haven County",2.13,57,1984,1008,NA,0,6
59002637,"Tolland County",2.06,57,1959,1071,NA,0,20
59011679,"Hartford County",2.16,57,1976,1014,NA,0,3
157579995,"New London County",1.66,57,1900,1071,NA,0,69
174048406,"Hartford County",2.16,57,1980,1058,NA,0,22
344797604,"Middlesex County",1.9,57,1987,1071,204,0,3
58124067,"Windham County",1.69,58,1920,1050,NA,0,3
174098716,"Hartford County",2.16,58,1940,1019,NA,0,45
2056886817,"Hartford County",2.16,58,1983,1050,330,0,19
2056903678,"New Haven County",2.13,58,1885,1058,NA,0,3
2123319596,"Windham County",1.69,58,1955,1056,NA,0,5
57703953,"Hartford County",2.16,59,1988,1033,275,0,33
57713150,"Hartford County",2.16,61,1969,1050,NA,0,27
57841333,"Middlesex County",1.9,61,1950,1031,6,0,41
57973543,"New Haven County",2.13,61,1940,1029,NA,0,7
58008386,"New Haven County",2.13,61,1953,1046,NA,0,14
58022647,"New Haven County",2.13,61,1950,1029,NA,0,10
174042441,"Hartford County",2.16,14,1910,1260,NA,123,1540
2069085864,"Hartford County",2.16,61,1976,1014,414,0,12
57272016,"Fairfield County",1.69,62,1983,1042,NA,0,3
57272686,"Fairfield County",1.69,62,1974,1008,NA,0,3
57853253,"Middlesex County",1.9,62,1900,1008,NA,0,9
58110271,"Windham County",1.69,62,1820,1050,NA,0,24
58133523,"Hartford County",2.16,62,1948,1029,NA,0,10
