,,,,,,,,7/17/2024,7/17/2024,7/17/2024,7/17/2024,7/30/2024,,8/27/2024,8/27/2024,8/27/2024,8/27/2024,,USE Revised - new info7/30/2024,USE Revised - new info7/30/2024,USE Revised,projected,8/27/2024
Date,MB30ER,MB3015ER,MB305AER,H15T10Y,FMHPUS-REVISED,SPCSUSS-REVISED,SPCSNYS-REVISED,PHUCTOT,PHUCNE,NHSPSTOT,NHSPSNE,HPIMLEVL,HOWNALL,HPI LEVL,HPI STCT,HPI PURC,HPI NE,HPPRCTPO,SPCSUSS,SPCSNYS,FMHPUS,FANNORIG,HPI YOY%
12/29/2023,6.94,6.44,5.93,3.88,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/28/2023,6.94,6.44,5.93,3.84,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/27/2023,6.94,6.44,5.93,3.79,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/26/2023,6.94,6.44,5.93,3.89,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/25/2023,6.94,6.44,5.93,3.9,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/24/2023,6.94,6.44,5.93,3.9,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/23/2023,6.94,6.44,5.93,3.9,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/22/2023,6.87,6.53,6.48,3.9,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/21/2023,6.87,6.53,6.48,3.89,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/20/2023,6.87,6.53,6.48,3.86,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/19/2023,6.87,6.53,6.48,3.93,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/18/2023,6.87,6.53,6.48,3.95,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/17/2023,6.87,6.53,6.48,3.91,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/16/2023,6.87,6.53,6.48,3.91,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/15/2023,7.01,6.6,6.54,3.91,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/14/2023,7.01,6.6,6.54,3.92,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/13/2023,7.01,6.6,6.54,4.04,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/12/2023,7.01,6.6,6.54,4.2,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/11/2023,7.01,6.6,6.54,4.23,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/10/2023,7.01,6.6,6.54,4.23,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/9/2023,7.01,6.6,6.54,4.23,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/8/2023,7.24,6.82,6.75,4.23,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/7/2023,7.24,6.82,6.75,4.14,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/6/2023,7.24,6.82,6.75,4.12,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/5/2023,7.24,6.82,6.75,4.18,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/4/2023,7.24,6.82,6.75,4.28,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/3/2023,7.24,6.82,6.75,4.22,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/2/2023,7.24,6.82,6.75,4.22,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
12/1/2023,7.35,6.99,6.84,4.22,284.28,314.44,296.22,1557,143,1568,128,418,145967,657.7,621.48,411.37,938.54,277.75,314.38,295.67,284.24,329,6.51
11/30/2023,7.35,6.99,6.84,4.37,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/29/2023,7.35,6.99,6.84,4.27,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/28/2023,7.35,6.99,6.84,4.34,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/27/2023,7.35,6.99,6.84,4.39,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/26/2023,7.35,6.99,6.84,4.47,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/25/2023,7.35,6.99,6.84,4.47,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/24/2023,7.55,7.01,6.87,4.47,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/23/2023,7.55,7.01,6.87,4.42,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/22/2023,7.55,7.01,6.87,4.42,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/21/2023,7.55,7.01,6.87,4.41,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/20/2023,7.55,7.01,6.87,4.42,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/19/2023,7.55,7.01,6.87,4.44,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/18/2023,7.55,7.01,6.87,4.44,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/17/2023,7.59,7.08,7.06,4.44,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/16/2023,7.59,7.08,7.06,4.45,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/15/2023,7.59,7.08,7.06,4.53,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/14/2023,7.59,7.08,7.06,4.44,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/13/2023,7.59,7.08,7.06,4.63,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/12/2023,7.59,7.08,7.06,4.61,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/11/2023,7.59,7.08,7.06,4.61,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/10/2023,7.8,7.19,6.91,4.61,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/9/2023,7.8,7.19,6.91,4.62,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/8/2023,7.8,7.19,6.91,4.49,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/7/2023,7.8,7.19,6.91,4.58,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/6/2023,7.8,7.19,6.91,4.67,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/5/2023,7.8,7.19,6.91,4.57,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/4/2023,7.8,7.19,6.91,4.57,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/3/2023,7.81,7.2,7.06,4.57,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/2/2023,7.81,7.2,7.06,4.67,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
11/1/2023,7.81,7.2,7.06,4.77,284.88,313.63,295.48,1466,102,1510,129,417.2,145967,657.7,621.48,411.37,938.54,277.75,313.66,295.31,284.85,329,6.51
10/31/2023,7.81,7.2,7.06,4.88,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/30/2023,7.81,7.2,7.06,4.88,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/29/2023,7.81,7.2,7.06,4.84,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/28/2023,7.81,7.2,7.06,4.84,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/27/2023,8.07,7.44,7.31,4.84,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/26/2023,8.07,7.44,7.31,4.86,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/25/2023,8.07,7.44,7.31,4.95,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/24/2023,8.07,7.44,7.31,4.83,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/23/2023,8.07,7.44,7.31,4.86,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/22/2023,8.07,7.44,7.31,4.93,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/21/2023,8.07,7.44,7.31,4.93,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/20/2023,8.12,7.44,7.25,4.93,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/19/2023,8.12,7.44,7.25,4.98,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/18/2023,8.12,7.44,7.25,4.91,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/17/2023,8.12,7.44,7.25,4.83,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/16/2023,8.12,7.44,7.25,4.71,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/15/2023,8.12,7.44,7.25,4.63,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/14/2023,8.12,7.44,7.25,4.63,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/13/2023,7.9,7.24,7.07,4.63,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/12/2023,7.9,7.24,7.07,4.7,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/11/2023,7.9,7.24,7.07,4.58,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/10/2023,7.9,7.24,7.07,4.66,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/9/2023,7.9,7.24,7.07,4.78,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/8/2023,7.9,7.24,7.07,4.78,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/7/2023,7.9,7.24,7.07,4.78,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/6/2023,7.89,7.27,6.66,4.78,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/5/2023,7.89,7.27,6.66,4.72,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/4/2023,7.89,7.27,6.66,4.73,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/3/2023,7.89,7.27,6.66,4.81,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/2/2023,7.89,7.27,6.66,4.69,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
10/1/2023,7.89,7.27,6.66,4.59,285.95,312.76,294.49,1382,103,1365,79,415.6,145967,657.7,621.48,411.37,938.54,277.75,312.87,294.45,285.93,329,6.51
9/30/2023,7.89,7.27,6.66,4.59,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/29/2023,7.76,7.15,6.94,4.59,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/28/2023,7.76,7.15,6.94,4.59,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/27/2023,7.76,7.15,6.94,4.61,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/26/2023,7.76,7.15,6.94,4.56,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/25/2023,7.76,7.15,6.94,4.55,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/24/2023,7.76,7.15,6.94,4.44,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/23/2023,7.76,7.15,6.94,4.44,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/22/2023,7.61,7.02,7.06,4.44,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/21/2023,7.61,7.02,7.06,4.49,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/20/2023,7.61,7.02,7.06,4.35,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/19/2023,7.61,7.02,7.06,4.37,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/18/2023,7.61,7.02,7.06,4.32,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/17/2023,7.61,7.02,7.06,4.33,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/16/2023,7.61,7.02,7.06,4.33,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/15/2023,7.52,6.89,6.83,4.33,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/14/2023,7.52,6.89,6.83,4.29,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/13/2023,7.52,6.89,6.83,4.25,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/12/2023,7.52,6.89,6.83,4.27,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/11/2023,7.52,6.89,6.83,4.29,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/10/2023,7.52,6.89,6.83,4.26,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/9/2023,7.52,6.89,6.83,4.26,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/8/2023,7.48,6.97,7.02,4.26,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/7/2023,7.48,6.97,7.02,4.27,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/6/2023,7.48,6.97,7.02,4.3,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/5/2023,7.48,6.97,7.02,4.27,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/4/2023,7.48,6.97,7.02,4.18,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/3/2023,7.48,6.97,7.02,4.18,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/2/2023,7.48,6.97,7.02,4.18,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
9/1/2023,7.41,6.87,6.74,4.18,286.63,310.89,292.8,1466,102,1363,86,414.1,145558,656.96,613.16,405.41,939.26,270.45,310.97,292.82,286.62,397,5.59
8/31/2023,7.41,6.87,6.74,4.09,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/30/2023,7.41,6.87,6.74,4.12,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/29/2023,7.41,6.87,6.74,4.12,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/28/2023,7.41,6.87,6.74,4.2,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/27/2023,7.41,6.87,6.74,4.25,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/26/2023,7.41,6.87,6.74,4.25,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/25/2023,7.53,7,6.92,4.25,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/24/2023,7.53,7,6.92,4.23,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/23/2023,7.53,7,6.92,4.19,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/22/2023,7.53,7,6.92,4.34,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/21/2023,7.53,7,6.92,4.34,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/20/2023,7.53,7,6.92,4.26,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/19/2023,7.53,7,6.92,4.26,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/18/2023,7.54,6.98,6.89,4.26,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/17/2023,7.54,6.98,6.89,4.3,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/16/2023,7.54,6.98,6.89,4.28,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/15/2023,7.54,6.98,6.89,4.21,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/14/2023,7.54,6.98,6.89,4.19,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/13/2023,7.54,6.98,6.89,4.16,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/12/2023,7.54,6.98,6.89,4.16,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/11/2023,7.36,6.8,6.74,4.16,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/10/2023,7.36,6.8,6.74,4.09,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/9/2023,7.36,6.8,6.74,4,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/8/2023,7.36,6.8,6.74,4.02,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/7/2023,7.36,6.8,6.74,4.09,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/6/2023,7.36,6.8,6.74,4.05,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/5/2023,7.36,6.8,6.74,4.05,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/4/2023,7.29,6.74,6.8,4.05,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/3/2023,7.29,6.74,6.8,4.2,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/2/2023,7.29,6.74,6.8,4.08,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
8/1/2023,7.29,6.74,6.8,4.05,286.69,308.83,290.23,1373,102,1305,127,410.9,145558,656.96,613.16,405.41,939.26,270.45,308.86,290.24,286.7,397,5.59
7/31/2023,7.29,6.74,6.8,3.97,285.98,306.45,287.49,1343,100,1473,113,407.9,145558,656.96,613.16,405.41,939.26,270.45,306.44,287.48,286.01,397,5.59
